Name,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Brenda Arnold,17,Male,11th,4.0,6.8,87,1,0.9,4,5,8,1,1.3,83,17,2.5,1.3,1.3,Browsing,2,6.1,9.5
Lisa Bailey,16,Other,8th,1.7,5.1,86,7,2.1,4,1,3,1,1.2,57,14,3.0,2.1,1.6,Education,8,5.4,8.2
Kristi Reyes MD,15,Other,7th,4.3,6.5,98,0,0.0,10,8,5,1,1.0,89,20,3.2,1.9,1.2,Gaming,1,3.6,10.0
Teresa Beard,15,Female,11th,4.4,8.0,59,2,1.6,2,1,10,1,1.0,32,18,3.6,0.0,1.0,Social Media,2,5.3,8.2
Wendy Bailey,18,Male,8th,4.6,3.0,68,1,0.6,10,7,6,0,2.2,104,16,3.2,2.2,1.0,Social Media,8,7.5,10.0
Susan Pineda,18,Female,8th,5.7,5.3,73,4,0.2,4,7,7,1,1.1,143,7,2.3,1.2,1.5,Education,9,5.3,10.0
Catherine Ali,15,Other,8th,5.4,5.8,93,2,0.5,4,10,6,0,0.5,143,19,2.6,3.1,0.5,Gaming,8,4.7,10.0
Samuel Robinson,13,Female,8th,3.0,7.4,74,2,1.4,5,1,9,0,1.5,78,12,2.7,2.9,1.4,Social Media,6,8.7,8.9
Brian Brooks,14,Male,12th,3.1,5.7,91,5,2.2,9,1,3,1,0.5,32,17,0.9,0.7,1.0,Social Media,3,7.6,5.9
John Johnson,14,Male,9th,3.0,5.6,95,8,2.1,5,5,2,1,0.6,53,12,3.3,2.0,0.5,Gaming,4,8.5,9.0
Abigail Hernandez,16,Other,11th,8.4,6.9,98,10,0.8,10,3,3,1,1.5,108,13,3.9,1.0,1.5,Education,5,5.9,10.0
Aaron Tyler,18,Male,9th,7.5,8.1,70,7,0.8,7,3,4,1,1.1,119,15,2.2,1.4,1.9,Other,5,5.5,10.0
Dwayne Rogers,13,Male,12th,3.8,6.8,50,5,0.1,10,6,5,1,0.6,74,8,2.8,4.0,0.0,Browsing,9,5.6,10.0
Nicholas Garcia,13,Other,9th,3.7,7.4,82,10,0.8,5,7,9,0,1.0,144,14,1.9,2.0,1.0,Browsing,6,4.2,9.6
Elizabeth Williams,15,Male,8th,7.3,5.6,56,0,0.3,7,10,9,0,0.8,39,9,0.8,1.2,1.9,Education,4,2.6,9.1
Samantha Heath,19,Male,10th,2.9,7.6,74,0,1.3,10,2,10,0,1.2,48,6,2.8,2.1,0.4,Education,8,3.5,6.2
Mike Mcgee,18,Male,8th,3.1,7.6,62,3,1.6,3,2,3,1,1.2,112,7,0.5,3.1,2.6,Education,1,7.6,6.5
Teresa Lynn,13,Other,12th,7.1,3.3,54,5,0.0,10,8,6,1,0.0,132,13,3.0,1.5,0.8,Other,2,5.9,10.0
Kelsey Carter,18,Male,9th,4.2,7.3,64,2,0.0,6,9,10,0,0.0,37,13,2.1,0.0,0.9,Browsing,8,4.0,6.0
Jennifer Johnson,14,Female,11th,6.2,6.9,63,10,1.6,7,5,8,0,0.0,139,13,2.2,0.0,1.4,Other,1,5.0,10.0
James Richard,14,Other,8th,6.7,5.5,77,2,1.1,1,6,6,1,0.9,36,6,0.3,0.8,0.9,Browsing,1,3.2,7.0
Todd Christian,18,Male,7th,3.5,8.8,57,6,0.8,1,10,8,1,0.8,73,16,0.0,2.2,0.5,Social Media,7,5.4,6.0
Heather Bailey,13,Female,11th,6.9,6.1,59,4,0.7,2,6,6,0,0.7,114,15,1.4,1.9,2.6,Other,2,6.9,10.0
Nathan Simmons,13,Male,11th,4.9,5.1,99,2,1.5,3,5,3,1,1.2,63,19,4.4,2.2,0.8,Browsing,4,5.9,10.0
Benjamin Holmes,19,Female,10th,0.0,5.5,53,6,0.4,4,7,1,0,0.6,32,14,2.9,0.1,1.3,Browsing,10,1.3,3.7
Daniel Davis,16,Female,7th,4.7,7.8,63,4,2.2,3,7,2,0,1.1,62,13,2.6,0.4,0.5,Social Media,1,5.1,7.6
James Cole,16,Female,8th,9.1,6.2,85,4,2.4,8,3,3,0,1.5,33,17,3.3,0.1,1.6,Browsing,4,7.5,10.0
Joseph Thomas,17,Male,7th,0.0,7.8,73,3,0.6,7,3,1,0,1.5,27,11,2.6,1.8,0.7,Social Media,9,6.9,3.2
Melissa Wang,18,Female,7th,4.3,9.5,52,6,0.0,6,5,9,1,1.0,41,17,3.5,1.4,1.8,Education,6,6.5,8.7
Richard Jordan,16,Other,10th,2.2,8.8,92,6,0.5,10,9,2,1,0.3,80,19,2.2,1.8,1.2,Other,4,5.8,7.2
Sara Johnson,17,Female,11th,2.6,6.3,98,2,0.0,7,10,7,1,0.8,65,14,2.4,2.5,0.0,Gaming,6,6.8,8.4
Bryan Barnes,18,Female,7th,4.8,7.4,93,1,0.9,4,9,2,1,1.5,125,6,1.9,2.5,1.4,Education,10,6.2,9.2
Pamela Bailey,17,Male,8th,5.3,7.9,80,4,1.3,7,3,5,1,2.1,142,14,2.7,0.1,1.1,Gaming,2,7.2,9.8
Paula Roy,13,Female,7th,5.6,7.0,67,3,0.5,8,5,9,0,1.3,59,17,0.0,2.3,0.6,Education,3,4.4,9.0
Hector Wright,17,Male,12th,8.4,6.1,54,0,1.2,3,2,3,1,0.8,94,19,1.8,0.2,1.4,Education,8,2.2,10.0
David Hill,16,Other,9th,3.4,6.9,94,7,1.4,7,3,10,0,0.7,64,17,2.8,1.6,0.8,Other,6,5.5,9.0
Travis Watson,13,Female,10th,6.9,5.3,84,10,0.4,4,1,6,1,1.1,136,9,3.5,0.3,2.3,Other,6,7.1,10.0
Brenda Hernandez,13,Other,10th,7.8,7.2,97,4,0.0,6,3,7,0,0.1,52,19,2.0,2.0,2.3,Education,8,8.3,10.0
Jonathan Freeman,16,Male,12th,6.5,6.5,83,9,1.8,9,9,6,0,1.1,24,13,3.0,1.9,0.4,Browsing,6,6.9,10.0
Victoria Burton,16,Female,9th,3.5,6.1,83,4,1.8,3,2,3,0,0.8,48,9,2.9,1.3,0.0,Other,7,8.8,7.4
David Fernandez,17,Female,7th,3.9,5.8,86,4,2.3,1,5,9,1,1.6,66,15,1.4,0.2,1.3,Gaming,8,6.5,6.9
David Black,19,Male,7th,4.7,7.8,69,8,1.0,1,1,1,1,0.7,27,7,3.0,3.2,1.5,Social Media,10,3.8,8.9
Donna Williams,16,Male,12th,3.8,8.8,91,8,0.0,10,3,10,0,0.7,85,10,2.2,0.0,1.6,Social Media,4,4.6,5.3
Sean Perez,18,Other,11th,4.9,3.0,75,8,0.3,6,8,4,1,0.6,112,11,0.5,2.8,0.3,Education,6,4.1,10.0
Chris Krause,16,Other,8th,7.0,6.4,65,6,1.2,4,6,9,0,0.6,135,20,1.8,0.0,0.4,Other,2,5.3,10.0
Jeffrey Gallagher,15,Female,12th,6.3,6.9,62,3,2.0,2,3,1,1,0.4,91,7,3.8,2.5,1.2,Browsing,4,7.4,10.0
Thomas Matthews,15,Female,10th,3.4,6.5,80,7,0.8,5,2,6,0,0.6,66,14,2.7,1.0,1.6,Other,6,4.0,8.0
Gregory Smith,14,Female,12th,7.7,10.0,82,2,1.7,7,7,10,1,1.3,105,7,2.7,1.4,0.8,Browsing,9,6.4,10.0
Kevin Ryan,19,Female,12th,0.0,4.6,66,5,0.5,6,10,1,1,1.3,69,12,3.8,2.9,0.6,Education,7,2.8,8.2
Steven Roberts,18,Other,12th,3.6,5.3,93,8,0.0,5,5,8,0,1.3,119,15,1.1,1.0,0.0,Education,3,7.5,8.4
Adam Boone,18,Male,7th,7.5,7.4,95,5,0.5,5,10,9,1,1.1,34,14,2.6,1.6,1.5,Other,3,3.3,10.0
Amanda Webb,16,Male,7th,8.3,7.2,63,3,2.3,9,1,10,1,0.7,79,18,3.8,2.6,0.7,Browsing,8,7.2,10.0
Scott Davis,16,Female,11th,8.5,5.8,76,4,1.9,4,2,8,0,0.5,144,10,1.3,1.0,1.2,Social Media,9,3.9,10.0
Nicholas Dixon,18,Other,10th,4.2,5.1,62,4,0.0,3,4,2,0,0.8,110,17,1.9,1.2,0.1,Other,8,9.4,10.0
Julia Smith,16,Female,8th,3.7,6.9,91,2,2.6,7,8,3,1,1.0,62,11,2.3,2.1,1.0,Other,1,8.0,8.1
Allen Williams,15,Other,10th,5.7,8.6,94,1,1.5,8,8,1,0,0.0,141,13,2.4,0.4,0.8,Browsing,4,6.2,9.6
Mary Davis,19,Male,7th,1.2,6.9,75,3,0.9,9,5,9,0,1.6,135,10,3.0,1.6,1.0,Other,8,3.8,7.0
Jeremy Martin,14,Other,7th,7.0,6.9,93,8,0.4,4,7,6,0,0.4,67,19,3.4,1.7,0.9,Social Media,7,4.7,10.0
John Scott,13,Other,7th,4.1,6.5,92,9,1.2,2,5,8,1,1.8,144,8,3.0,2.9,1.4,Other,1,4.2,10.0
Andrew Dorsey,16,Female,8th,5.4,4.9,93,6,1.8,5,2,3,1,0.8,132,6,3.8,0.0,1.1,Education,2,7.0,10.0
Paula Hernandez,15,Other,11th,7.7,6.6,69,6,1.4,7,10,5,1,1.7,23,16,3.2,0.7,0.7,Browsing,7,8.3,10.0
Joseph Garcia,19,Female,10th,7.9,7.3,95,0,1.8,5,3,1,1,1.1,101,13,1.8,0.2,0.6,Social Media,8,5.3,10.0
William Ramos,18,Other,12th,2.9,5.8,78,6,1.0,9,3,5,1,1.0,61,12,0.6,0.0,0.6,Social Media,4,5.6,4.2
Spencer Edwards,15,Male,12th,2.9,6.1,79,7,2.9,3,4,2,0,1.3,128,8,1.9,1.6,1.3,Browsing,2,4.1,7.5
Tiffany Perez,19,Male,7th,5.1,8.3,50,3,1.9,1,3,7,1,0.9,148,5,3.2,0.5,1.4,Social Media,10,3.9,8.6
Justin Reed,13,Female,8th,6.1,6.2,55,9,0.7,5,3,6,0,1.1,37,16,3.7,1.9,0.0,Other,8,7.4,10.0
Janice Herrera,19,Male,8th,5.6,6.3,100,8,1.7,4,5,1,0,0.9,117,13,2.2,0.6,1.2,Gaming,4,8.6,10.0
Michael Todd,13,Male,12th,4.8,5.3,83,8,1.4,2,3,10,0,1.9,145,12,3.6,1.5,0.9,Gaming,4,8.1,10.0
Katie Miller,17,Male,10th,9.4,5.8,61,1,1.5,3,3,9,0,1.5,137,10,2.7,0.6,2.0,Gaming,3,3.6,10.0
Priscilla Moore,19,Female,9th,5.3,6.9,89,10,2.5,2,8,9,1,0.5,93,16,2.1,0.7,1.3,Browsing,2,4.0,9.7
Jason Macdonald,17,Female,8th,5.2,7.4,96,3,0.0,5,2,8,0,0.3,117,8,3.5,1.1,0.2,Other,4,7.1,10.0
Robert Rice DDS,14,Female,11th,4.3,5.3,66,8,1.4,4,10,2,0,1.1,79,11,1.8,1.0,0.4,Gaming,10,4.7,8.2
Cynthia Gonzalez,13,Male,8th,4.6,6.6,100,1,0.0,8,2,1,1,1.4,58,17,2.3,0.6,0.1,Gaming,1,5.8,8.8
Amanda Lee,16,Male,9th,4.4,7.1,52,4,0.6,2,9,3,0,0.6,98,17,2.6,1.4,0.5,Education,6,6.3,10.0
Eric Yates,17,Male,11th,7.8,6.7,81,8,1.6,2,2,7,1,0.7,36,10,2.7,0.6,0.8,Education,8,6.1,10.0
Logan Burns,15,Female,7th,6.9,5.6,94,6,1.2,8,3,10,0,1.2,113,8,1.2,1.8,0.3,Browsing,8,5.4,10.0
Ashley Villarreal,15,Male,11th,3.9,4.5,100,3,1.7,9,1,8,0,0.9,65,18,2.2,0.1,0.0,Social Media,5,4.9,8.8
Thomas Murphy,14,Male,10th,6.4,8.4,79,7,1.6,10,4,8,1,0.8,56,17,1.5,2.1,0.9,Social Media,6,6.3,10.0
Mark Becker,18,Other,11th,1.1,5.9,96,2,0.0,9,8,2,0,0.8,80,14,2.6,3.6,0.8,Education,7,7.2,8.8
Tammie Harris,15,Female,9th,3.6,8.2,95,3,0.1,1,2,4,0,1.0,61,6,2.2,2.1,0.8,Education,2,5.7,6.2
Antonio Perry,18,Other,7th,6.4,6.3,88,10,0.8,6,4,5,1,0.7,91,10,2.6,2.1,0.5,Education,6,8.6,10.0
Toni Gamble,14,Other,9th,5.1,5.6,68,0,2.7,5,4,5,0,0.7,67,18,4.5,1.0,1.9,Other,2,4.7,10.0
Sarah Hart,19,Male,9th,1.8,4.8,74,8,1.0,2,9,5,1,1.7,132,13,4.3,3.6,0.7,Other,1,7.2,10.0
Brandy Scott,14,Other,11th,5.2,5.7,86,9,0.0,4,2,1,0,1.0,120,14,1.6,1.2,0.2,Gaming,10,7.4,10.0
Mrs. Mary Peterson,14,Other,9th,4.3,8.5,90,2,0.0,6,3,4,0,0.7,71,20,3.6,0.9,1.0,Other,5,7.7,10.0
Elizabeth Thompson,17,Other,12th,6.4,3.8,90,6,1.0,4,5,7,1,1.0,47,17,2.5,0.3,1.5,Browsing,7,4.3,10.0
Christopher Oneal,14,Male,11th,6.2,5.5,61,7,1.2,10,10,8,1,0.2,123,6,3.5,1.6,1.2,Gaming,4,4.8,10.0
Matthew Robertson,15,Female,7th,5.0,5.6,68,10,0.8,5,6,1,0,1.5,83,16,3.4,0.2,1.7,Other,7,9.3,10.0
Bailey Houston,18,Other,11th,8.4,5.8,75,9,1.8,7,4,5,1,1.0,90,15,2.3,0.8,0.0,Other,4,2.9,10.0
Sarah Scott,13,Other,12th,3.8,8.0,77,3,0.7,1,5,9,0,0.6,46,6,2.7,0.2,1.1,Browsing,8,4.4,4.8
Brian Rodriguez,19,Male,7th,5.1,5.2,54,2,1.5,1,3,3,1,0.9,37,5,4.1,0.6,1.3,Social Media,5,4.0,8.9
Michael Kemp,16,Other,11th,7.5,8.2,100,1,1.0,3,7,2,1,1.2,44,17,2.6,3.1,1.1,Education,1,5.3,10.0
Elizabeth Jones,19,Other,11th,5.5,8.0,80,3,1.0,2,3,7,0,1.3,81,19,1.0,2.3,1.0,Education,1,10.0,10.0
Kenneth Moore,18,Other,12th,6.1,4.5,70,8,1.8,10,8,9,1,0.6,100,12,3.6,2.7,0.6,Education,1,2.8,10.0
Christopher Sims,18,Male,11th,8.9,5.7,86,4,1.6,5,3,6,1,0.6,24,9,3.6,1.3,2.0,Social Media,10,9.6,10.0
Jennifer Espinoza,13,Other,7th,5.2,4.0,69,7,1.8,4,6,3,0,1.6,30,9,1.7,0.8,1.2,Education,2,7.5,8.1
Alicia Neal,16,Male,8th,2.6,6.2,86,9,0.7,8,7,6,1,1.0,62,20,3.2,1.5,1.7,Gaming,6,4.3,9.4
Mr. Stephen Johnson DVM,18,Female,7th,4.9,3.4,76,0,1.5,1,3,4,0,1.3,61,10,2.9,1.7,0.5,Other,1,4.4,10.0
Danielle Bates,14,Other,10th,4.5,4.8,82,4,1.1,1,6,5,1,1.0,21,20,1.9,2.9,0.2,Gaming,5,7.8,10.0
Elizabeth Huber,19,Female,10th,8.1,4.5,59,8,1.2,1,8,8,1,0.6,48,11,1.9,1.2,1.4,Other,9,4.9,10.0
Beverly Hardy,19,Male,9th,4.5,4.6,77,7,1.0,10,1,4,0,0.6,146,19,2.4,1.6,1.9,Social Media,5,5.4,10.0
John Cochran,18,Male,8th,2.9,8.1,57,9,2.6,8,8,8,1,0.9,93,6,2.4,1.7,2.0,Browsing,6,7.6,6.0
Michael Wiley,13,Female,10th,7.6,9.7,76,6,0.9,2,6,4,1,0.3,75,5,2.1,0.4,0.0,Other,2,6.5,7.8
Jeffrey Brown,16,Female,12th,3.5,6.8,91,4,1.1,5,3,4,0,2.2,107,12,3.7,1.4,0.5,Browsing,1,9.2,9.7
Alisha Howard,14,Other,10th,4.1,6.6,57,0,1.3,4,6,2,1,0.8,95,5,1.5,0.0,0.6,Social Media,2,7.6,5.2
James West,13,Other,11th,6.9,6.9,70,3,1.6,2,1,9,0,1.2,69,9,1.9,1.7,0.0,Social Media,1,6.4,10.0
Austin Dixon,16,Male,11th,4.7,5.1,91,3,0.7,4,6,7,0,1.6,23,16,3.9,3.3,0.8,Browsing,10,9.8,10.0
Jessica Mcmillan,15,Other,10th,6.2,5.1,87,3,1.7,6,2,1,1,0.6,101,16,2.8,3.1,0.5,Other,9,7.2,10.0
Jermaine Wu,19,Male,10th,3.6,7.0,82,10,2.0,9,9,10,0,0.8,137,7,3.6,0.1,1.8,Browsing,10,5.7,7.9
William Cordova,16,Female,10th,6.6,5.6,96,8,1.0,2,6,4,0,1.1,55,18,2.7,0.9,1.9,Gaming,10,1.8,10.0
Jose Avila,16,Male,7th,3.2,4.1,97,4,0.8,8,1,5,0,1.2,146,13,2.7,1.7,1.6,Gaming,2,10.7,10.0
Christopher Wright,18,Other,8th,9.4,7.3,50,7,0.9,10,7,1,0,1.4,119,16,0.4,1.7,0.6,Other,1,3.5,10.0
Jessica Stevens,13,Male,12th,1.7,4.3,81,8,0.9,3,6,2,1,0.7,126,13,2.4,0.3,0.0,Social Media,6,3.6,7.4
Joseph Powers,19,Other,12th,7.0,6.5,57,5,1.4,3,7,3,0,0.9,47,15,2.8,0.8,0.6,Social Media,6,3.8,10.0
Jacqueline Evans,18,Female,8th,5.2,10.0,76,3,1.7,5,3,2,1,0.8,96,9,2.3,2.0,1.2,Education,4,3.0,8.2
Richard Lee,18,Male,9th,4.9,7.2,60,8,0.8,6,7,3,1,0.9,35,18,3.2,2.2,1.7,Other,7,9.2,10.0
Heather Dickerson,14,Other,12th,9.1,7.4,75,1,0.4,8,8,3,1,0.8,76,8,2.2,2.4,0.7,Education,1,9.9,10.0
Christopher Hamilton,14,Male,8th,5.4,9.0,66,1,0.7,3,9,4,0,0.6,95,6,3.4,0.2,1.4,Social Media,10,6.1,7.6
Christine Duncan,19,Female,8th,5.8,6.1,65,1,1.9,6,6,4,0,1.6,57,19,2.7,2.6,0.6,Gaming,10,4.9,10.0
Denise Cummings,19,Male,8th,7.0,9.1,53,1,1.5,3,3,3,0,2.4,120,17,2.3,3.0,0.8,Gaming,1,5.2,10.0
Tanya Smith,19,Other,8th,3.3,9.0,57,9,2.5,8,8,3,0,1.2,36,19,2.3,1.1,0.3,Education,5,7.2,6.7
Jackie Rowe,18,Male,7th,4.6,5.3,51,10,0.5,9,8,7,0,0.8,124,17,2.0,2.0,0.0,Browsing,1,6.9,10.0
Brian Blackburn,17,Male,8th,5.9,9.2,100,6,0.0,4,5,8,0,0.6,44,14,2.8,0.4,0.9,Social Media,1,4.0,8.2
Robert Li,17,Female,8th,4.5,6.6,53,3,0.0,4,7,4,1,1.6,149,7,3.2,2.0,0.2,Other,9,5.2,10.0
Maria Anderson,19,Other,7th,6.2,6.3,97,3,0.9,1,2,7,0,1.4,63,6,3.5,0.7,0.6,Education,1,6.2,9.7
Russell Hernandez,14,Female,10th,6.0,5.6,67,7,0.8,8,4,3,0,0.8,150,16,2.0,1.4,0.5,Education,9,3.7,10.0
Danny Terry,14,Female,8th,2.4,8.2,99,10,0.0,7,5,10,0,1.5,68,14,2.5,2.2,1.4,Education,4,5.9,7.2
Matthew Ayala,18,Female,11th,4.1,5.7,53,1,0.6,4,1,1,1,1.5,135,14,2.2,0.7,0.8,Other,8,4.4,9.6
Donna Adams,14,Other,8th,2.5,7.2,82,8,0.0,5,8,6,1,0.8,105,6,0.9,1.6,1.1,Browsing,7,9.9,4.7
Madison Costa,17,Male,12th,4.3,5.9,90,5,0.9,7,7,1,0,1.3,129,14,2.6,1.9,1.9,Gaming,3,7.7,10.0
Billy Crawford,13,Female,8th,2.7,7.6,98,7,1.1,4,8,9,1,0.7,100,12,2.2,1.3,0.0,Gaming,6,4.1,6.8
Tyler Mills,19,Female,9th,4.2,6.3,78,9,1.1,9,2,10,1,1.3,69,13,1.2,1.8,1.2,Other,3,5.5,8.0
Ian Anderson,13,Female,12th,6.2,5.8,76,1,1.3,9,2,3,0,0.6,72,11,1.9,3.2,0.8,Browsing,2,4.6,10.0
Erik Weaver,18,Female,12th,5.4,5.3,59,4,0.0,7,5,3,0,1.1,24,18,2.6,2.4,1.6,Browsing,4,4.5,10.0
William Pacheco,16,Other,12th,5.8,7.8,87,2,0.6,7,10,6,0,1.0,110,13,3.1,2.5,0.8,Browsing,3,5.2,10.0
Mrs. Gina Thomas,14,Male,7th,2.4,5.3,70,3,1.8,10,7,3,0,1.4,110,5,3.3,1.4,1.8,Education,6,2.9,7.6
Heather Hooper,13,Male,7th,6.1,7.0,79,3,0.0,5,6,1,1,1.4,150,9,4.1,0.8,1.6,Social Media,9,10.2,10.0
Jessica Hall,16,Other,8th,4.9,4.5,95,2,1.4,8,9,2,1,0.7,21,17,3.0,1.2,0.0,Gaming,8,3.5,10.0
Marc Mills,19,Female,11th,8.8,7.1,90,1,0.7,1,4,7,1,1.3,95,18,1.7,1.7,1.0,Browsing,8,5.9,10.0
James Jones,15,Male,8th,6.2,4.9,78,8,1.9,4,3,5,1,0.9,63,8,1.9,1.9,0.1,Education,9,4.4,10.0
Dean Ellis DVM,19,Male,7th,2.2,7.4,57,8,2.1,10,7,6,0,0.9,20,7,3.0,1.2,2.1,Other,5,5.2,4.5
Eric Logan,17,Female,10th,3.8,4.9,92,8,0.0,5,5,3,0,2.2,43,7,1.9,3.3,1.6,Gaming,9,8.3,8.8
Dawn Hood,14,Other,10th,6.9,5.7,61,10,0.7,3,9,2,0,1.4,111,14,2.9,1.5,1.6,Browsing,2,8.6,10.0
Mrs. Megan Johnson,18,Other,11th,5.0,3.5,62,7,0.6,5,6,2,1,0.3,71,9,3.3,2.7,1.4,Social Media,10,7.8,10.0
Lauren Beck,17,Male,8th,7.4,6.3,75,0,0.8,2,10,1,0,1.6,98,12,1.2,0.3,0.4,Gaming,5,8.2,10.0
Jason Dillon,19,Female,12th,5.1,6.9,59,8,0.0,6,7,8,1,1.6,51,19,2.0,1.7,1.2,Browsing,10,4.6,10.0
Jeanne Gordon,15,Other,12th,0.2,5.7,97,6,1.2,8,6,2,1,0.6,81,10,1.3,2.0,1.2,Education,9,7.4,4.3
Sheri Hudson,14,Other,7th,2.6,6.3,73,7,2.3,2,6,5,0,0.4,120,7,3.3,2.9,0.9,Social Media,9,3.6,9.4
Sherry Gregory,18,Male,9th,6.2,6.0,93,3,1.5,4,5,1,0,0.5,56,13,1.6,1.0,1.9,Social Media,6,3.7,9.5
Julie Conrad,19,Female,8th,4.5,9.0,81,5,1.8,5,7,8,0,0.8,83,5,2.8,1.6,1.0,Browsing,6,7.0,7.1
Bobby Silva,16,Male,9th,6.0,8.9,80,10,1.8,8,5,3,1,1.2,49,14,3.2,1.5,0.4,Gaming,10,6.2,10.0
Patrick Gray,13,Male,9th,4.1,8.1,71,3,0.5,2,3,2,0,1.4,52,14,1.6,1.5,1.2,Other,10,3.1,7.0
Alexander Crane,15,Female,12th,1.1,6.5,83,3,1.7,2,8,6,1,1.0,47,12,1.2,0.6,0.8,Education,9,6.0,3.0
James Smith,19,Female,11th,7.1,4.0,97,10,1.8,10,9,2,1,1.1,116,7,2.9,2.0,1.5,Education,2,6.8,10.0
Samantha Robinson,17,Other,9th,4.9,6.5,89,1,0.8,7,1,5,0,1.2,37,12,1.8,2.0,1.2,Social Media,3,7.8,8.6
Glenn Jones,13,Other,9th,1.5,7.8,70,5,0.7,1,4,7,1,0.3,45,7,3.2,1.2,0.0,Other,2,5.7,4.3
Stephen Carter,16,Female,12th,5.5,6.9,57,10,1.6,3,1,9,0,1.4,67,20,1.0,0.8,0.3,Browsing,2,6.2,9.2
Ian Orozco,18,Other,12th,0.9,5.9,62,6,1.0,10,4,1,1,1.3,55,17,3.3,2.3,1.1,Social Media,7,6.2,8.0
Michael Massey,14,Female,12th,4.4,8.6,94,0,0.0,3,4,1,0,1.8,38,8,2.7,1.1,0.8,Education,6,3.7,6.3
Joanna Taylor,19,Female,11th,4.7,9.9,93,0,0.0,6,4,10,1,1.3,99,16,2.0,1.3,0.6,Browsing,8,4.3,8.2
Kristina Stevenson,18,Male,9th,6.2,6.9,81,3,1.1,2,6,4,1,0.7,67,14,3.8,0.4,0.2,Education,3,5.3,10.0
Bradley Fuller,17,Male,10th,5.8,9.1,98,6,1.0,7,8,4,1,1.5,92,15,2.0,1.6,1.5,Social Media,4,8.9,9.7
Alexis Smith,16,Other,12th,6.6,3.0,85,3,0.0,9,7,9,0,1.1,95,19,2.5,1.2,1.1,Gaming,4,6.9,10.0
Amber Mitchell,13,Female,10th,9.2,7.6,93,6,2.1,6,6,10,0,1.0,147,8,3.9,4.0,0.6,Other,4,5.0,10.0
Sara Johnson,17,Other,8th,5.8,7.8,67,9,0.1,6,9,5,0,1.3,117,13,1.7,0.1,0.8,Social Media,3,8.3,8.6
Michael Bell,15,Female,10th,4.4,4.3,93,0,1.9,1,4,9,0,1.1,28,18,3.0,1.3,0.8,Gaming,8,7.6,10.0
Sara May,15,Other,9th,8.1,7.4,88,4,1.2,7,5,6,0,1.5,128,19,1.7,1.0,0.5,Gaming,2,3.6,10.0
Deanna Ferguson,16,Female,9th,5.1,5.1,97,2,1.2,1,6,5,1,1.3,23,13,2.8,1.5,2.2,Social Media,5,8.4,9.9
Deborah Patterson,13,Other,9th,5.2,8.2,61,8,1.7,8,10,5,0,2.1,51,13,0.7,0.0,1.0,Other,9,3.9,5.4
Tasha Eaton,16,Male,7th,2.6,5.6,72,6,0.4,9,4,8,0,1.1,132,15,3.3,1.4,2.2,Browsing,7,3.7,10.0
Sarah Morris,14,Male,11th,7.4,7.7,94,6,0.7,9,2,10,0,0.2,40,15,1.5,0.5,0.7,Gaming,6,2.6,9.4
Victoria Long,14,Other,12th,7.7,5.4,89,4,0.8,7,1,6,0,1.4,147,10,0.5,0.7,1.8,Education,6,6.4,10.0
Scott Gutierrez,19,Female,12th,3.9,8.4,63,9,0.2,8,5,7,0,0.5,113,17,3.6,2.3,0.8,Browsing,1,2.3,10.0
Teresa Baldwin,13,Female,7th,6.7,8.9,52,0,1.3,2,2,10,0,0.0,105,17,1.6,0.7,2.2,Other,8,3.4,10.0
Jacqueline Reyes,15,Other,9th,6.9,6.8,92,5,1.6,1,8,2,0,0.4,68,10,2.6,1.4,0.8,Browsing,4,8.9,10.0
Gloria Miller,19,Male,8th,6.7,10.0,57,3,0.7,6,6,7,0,0.5,111,11,0.5,2.1,0.8,Education,5,7.7,8.7
Caleb Carter,14,Other,10th,4.6,6.0,76,0,0.5,3,8,2,0,0.9,24,5,2.2,2.2,1.8,Social Media,8,1.0,7.5
Kelly Garza,16,Other,7th,3.7,8.2,60,4,0.3,9,1,7,0,0.7,139,14,4.6,2.2,0.0,Browsing,8,6.3,10.0
Antonio Brown,15,Female,10th,4.5,5.9,62,1,1.5,9,9,3,0,0.9,79,17,3.2,1.2,0.1,Gaming,6,5.9,10.0
Thomas Horton,15,Female,12th,1.7,7.5,69,6,0.0,2,8,7,1,1.2,79,19,2.3,0.9,0.6,Social Media,1,3.7,6.5
Benjamin Cruz,18,Male,9th,3.2,6.8,60,2,1.6,3,5,10,1,0.8,109,20,2.2,1.9,1.5,Social Media,8,0.4,10.0
Tara Rice,19,Female,12th,2.0,7.1,51,3,0.6,4,5,6,1,0.0,65,18,3.6,1.5,2.4,Other,1,7.5,8.4
Donna Hampton,16,Other,10th,2.7,3.6,80,1,2.0,5,2,4,0,2.1,109,19,3.5,1.3,1.8,Education,6,9.6,10.0
Jessica Riddle,14,Male,12th,2.1,6.7,59,6,0.7,7,1,6,0,1.3,70,18,3.1,3.4,0.2,Social Media,6,4.2,10.0
Douglas Armstrong,16,Female,12th,6.5,8.1,81,4,1.6,7,5,1,1,1.7,150,14,2.8,1.0,0.7,Education,8,5.2,10.0
